Search type: State
Accepted Symbol,Synonym,Scientific Name,Common Name
"VEMI2",,"Vernonia missurica Raf.",Missouri ironweed
"CHALM2",,"Chenopodium album L. var. missouriense (Aellen) I.J. Bassett & C.W. Crompton",Missouri lambsquarters
"ASMI10",,"Astragalus missouriensis Nutt.",Missouri milkvetch
"ASMIM5",,"Astragalus missouriensis Nutt. var. missouriensis ",Missouri milkvetch
"VIMI3",,"Viola missouriensis Greene",Missouri violet
"GLHY",,"Glandularia ×hybrida (Groenl. & Rümpler) G.L. Nesom & Pruski [peruviana × phlogiflora or platensis]",mock vervain
"CATO6",,"Carya tomentosa (Lam.) Nutt.",mockernut hickory
"QUMO",,"Quercus mohriana Buckley ex Rydb.",Mohr oak
"EUMO4",,"Eupatorium mohrii Greene",Mohr's thoroughwort
"TAMU",,"Taxodium mucronatum Ten.",Montezuma bald cypress
"MEMO",,"Melica montezumae Piper",Montezuma melicgrass
"GLDE2",,"Glandularia delticola (Small) Umber",moradia
"VEBL",,"Verbascum blattaria L.",moth mullein
"MAVA",,"Manfreda variegata (Jacobi) Rose",mottled tuberose
"ATOB",,"Atriplex obovata Moq.",mound saltbush
"VEOR",,"Verbesina oreophila Wooton & Standl.",mountain crownbeard
"ZIEL2",,"Zigadenus elegans Pursh",mountain deathcamas
"ZIELE",,"Zigadenus elegans Pursh ssp. elegans ",mountain deathcamas
"PEMI7",,"Pennellia micrantha (A. Gray) Nieuwl.",mountain mock thelypody
"MUMO",,"Muhlenbergia montana (Nutt.) Hitchc.",mountain muhly
"PHMO4",,"Physocarpus monogynus (Torr.) J.M. Coult.",mountain ninebark
"JUARL",,"Juncus arcticus Willd. ssp. littoralis (Engelm.) Hultén",mountain rush
"SYOR2",,"Symphoricarpos oreophilus A. Gray",mountain snowberry
"SYORO",,"Symphoricarpos oreophilus A. Gray var. oreophilus ",mountain snowberry
"ELMO",,"Eleocharis montana (Kunth) Roem. & Schult.",mountain spikerush
"CYMO",,"Cymopterus montanus Nutt. ex Torr. & A. Gray",mountain springparsley
"PECA10",,"Pericome caudata A. Gray",mountain tail-leaf
"AMMA3",,"Amyris madrensis S. Watson",mountain torchwood
"ERLU",,"Eragrostis lugens Nees",mourning lovegrass
"SCAT",,"Scabiosa atropurpurea L.",mourningbride
"HOMU",,"Hordeum murinum L.",mouse barley
"BEMY",,"Bernardia myricifolia (Scheele) S. Watson",mouse's eye
"STCR7",,"Stachys crenata Raf.",mousesear
"BRPA",,"Brickellia parvula A. Gray",Mt. Davis brickellbush
"LEPAB",,"Leptochloa panicea (Retz.) Ohwi ssp. brachiata (Steud.) N. Snow",mucronate sprangeltop
"LEPAM",,"Leptochloa panicea (Retz.) Ohwi ssp. mucronata (Michx.) Nowack",mucronate sprangletop
"LEPA6",,"Leptochloa panicea (Retz.) Ohwi",mucronate sprangletop
"NAST",,"Nama stenocarpum A. Gray",mud fiddleleaf
"PADI5",,"Paspalum dissectum (L.) L.",mudbank crowngrass
"CAMU4",,"Carex muehlenbergii Schkuhr ex Willd.",Muhlenberg's sedge
"CAMUE",,"Carex muehlenbergii Schkuhr ex Willd. var. enervis Boott",Muhlenberg's sedge
"CAMUM",,"Carex muehlenbergii Schkuhr ex Willd. var. muehlenbergii ",Muhlenberg's sedge
"BASA4",,"Baccharis salicifolia (Ruiz & Pav.) Pers.",mule-fat
"DAMA",,"Dasistoma macrophylla (Nutt.) Raf.",mullein foxglove
"TEON",,"Tephrosia onobrychoides Nutt.",multibloom hoarypea
"ROMU",,"Rosa multiflora Thunb.",multiflora rose
"TRPL3",,"Trichloris pluriflora Fourn.",multiflower false Rhodes grass
"PRMU2",,"Prunus murrayana Palmer",Murray's plum
"VIRO3",,"Vitis rotundifolia Michx.",muscadine
"VIROR",,"Vitis rotundifolia Michx. var. rotundifolia ",muscadine
"VIMU2",,"Vitis mustangensis Buckley",mustang grape
"SOMU2",,"Soliva mutisii Kunth",Mutis' burrweed
"POFE",,"Poa fendleriana (Steud.) Vasey",muttongrass
"POFEF",,"Poa fendleriana (Steud.) Vasey ssp. fendleriana ",muttongrass
"RAPE3",,"Ratibida peduncularis (Torr. & A. Gray) Barnhart",naked Mexicanhat
"DENU4",,"Desmodium nudiflorum (L.) DC.",nakedflower ticktrefoil
"CRNU",,"Cressa nudicaulis Griseb.",nakedstem alkaliweed
"SABA10",,"Saccharum baldwinii Spreng.",narrow plumegrass
"VAST2",,"Valerianella stenocarpa (Engelm. ex A. Gray) Krok",narrowcell cornsalad
"SIAN3",,"Sisyrinchium angustifolium Mill.",narrowleaf blue-eyed grass
"PHAN6",,"Physostegia angustifolia Fernald",narrowleaf false dragonhead
"MILI3",,"Mirabilis linearis (Pursh) Heimerl",narrowleaf four o'clock
"CHLE4",,"Chenopodium leptophyllum (Moq.) Nutt. ex S. Watson",narrowleaf goosefoot
"GRLA3",,"Grindelia lanceolata Nutt.",narrowleaf gumweed
"GRLAL",,"Grindelia lanceolata Nutt. var. lanceolata ",narrowleaf gumweed
"PELI10",,"Pediomelum linearifolium (Torr. & A. Gray) J. Grimes",narrowleaf Indian breadroot
"IVAN",,"Iva angustifolia Nutt. ex DC.",narrowleaf marsh elder
"IPSH",,"Ipomoea shumardiana (Torr.) Shinners",narrowleaf morning-glory
"PYTE",,"Pycnanthemum tenuifolium Schrad.",narrowleaf mountainmint
"LEMU",,"Leucospora multifida (Michx.) Nutt.",narrowleaf paleseed
"PEANA",,"Pectis angustifolia Torr. var. angustifolia ",narrowleaf pectis
"LETE",,"Lechea tenuifolia Michx.",narrowleaf pinweed
"LULI",,"Ludwigia linearis Walter",narrowleaf primrose-willow
"ECAN2",,"Echinacea angustifolia DC.",narrowleaf purple coneflower
"GAFA3",,"Gamochaeta falcata (Lam.) Cabrera",narrowleaf purple everlasting
"CLAN",,"Cleomella angustifolia Torr.",narrowleaf rhombopod
"PIGR4",,"Pityopsis graminifolia (Michx.) Nutt.",narrowleaf silkgrass
"BOLI2",,"Boerhavia linearifolia A. Gray",narrowleaf spiderling
"LIIN2",,"Lithospermum incisum Lehm.",narrowleaf stoneseed
"SAEX",,"Salix exigua Nutt.",narrowleaf willow
"STMIM",,"Stephanomeria minor (Hook.) Nutt. var. minor ",narrowleaf wirelettuce
"PEAN6",,"Perityle angustifolia (A. Gray) Shinners",narrow-leaved rockdaisy
"CYNA5",,"Cyclanthera naudiniana Cogn.",Naudin's cyclanthera
"GONE",,"Gomphrena nealleyi J.M. Coult. & Fisher",Nealley's globe amaranth
"OESUN",,"Oenothera suffulta (Engelm. ex A. Gray) W.L. Wagner & Hoch ssp. nealleyi (J.M. Coult.) W.L. Wagner & Hoch",Nealley's kisses
"LENE2",,"Leptochloa nealleyi Vasey",Nealley's sprangletop
"ERNE9",,"Erioneuron nealleyi (Vasey) Tateoka",Nealley's woollygrass
"HIDA",,"Hibiscus dasycalyx S.F. Blake & Shiller",Neches River rosemallow
"VEPE2",,"Veronica peregrina L.",neckweed
"HECO26",,"Hesperostipa comata (Trin. & Rupr.) Barkworth",needle and thread
"HECOC8",,"Hesperostipa comata (Trin. & Rupr.) Barkworth ssp. comata ",needle and thread
"BOAR",,"Bouteloua aristidoides (Kunth) Griseb.",needle grama
"BOARA",,"Bouteloua aristidoides (Kunth) Griseb. var. aristidoides ",needle grama
"ELAC",,"Eleocharis acicularis (L.) Roem. & Schult.",needle spikerush
"JURO",,"Juncus roemerianus Scheele",needlegrass rush
"HOAC",,"Houstonia acerosa (A. Gray) A. Gray ex Benth. & Hook. f.",needleleaf bluet
"HOACA2",,"Houstonia acerosa (A. Gray) A. Gray ex Benth. & Hook. f. var. acerosa ",needleleaf bluet
"HOACP2",,"Houstonia acerosa (A. Gray) A. Gray ex Benth. & Hook. f. var. polypremoides (A. Gray) Terrell",needleleaf bluet
"DIAC",,"Dichanthelium aciculare (Desv. ex Poir.) Gould & C.A. Clark",needleleaf rosette grass
"JUSC",,"Juncus scirpoides Lam.",needlepod rush
"DERE3",,"Desmanthus reticulatus Benth.",netleaf bundleflower
"CELAR",,"Celtis laevigata Willd. var. reticulata (Torr.) L.D. Benson",netleaf hackberry
"CLRE",,"Clematis reticulata Walter",netleaf leather flower
"WOAR",,"Woodwardia areolata (L.) T. Moore",netted chainfern
"MASO4",,"Margaranthus solanaceus Schltdl.",netted globecherry
"MARE4",,"Matelea reticulata (Engelm. ex A. Gray) Woodson",netted milkvine
"CHMU2",,"Chenopodium murale L.",nettleleaf goosefoot
"TRUR2",,"Tragia urticifolia Michx.",nettleleaf noseburn
"LALA3",,"Lathyrus lanszwertii Kellogg",Nevada pea
"LALAL3",,"Lathyrus lanszwertii Kellogg var. leucanthus (Rydb.) Dorn",Nevada pea
"CEAM",,"Ceanothus americanus L.",New Jersey tea
"POOC",,"Poa occidentalis Vasey",New Mexico bluegrass
"ACNE",,"Acalypha neomexicana Müll. Arg.",New Mexico copperleaf
"CRAL",,"Cryptantha albida (Kunth) I.M. Johnst.",New Mexico cryptantha
"HENE5",,"Hesperostipa neomexicana (Thurb. ex J.M. Coult.) Barkworth",New Mexico feathergrass
"PANE7",,"Packera neomexicana (A. Gray) W.A. Weber & Á. Löve",New Mexico groundsel
"PANEN",,"Packera neomexicana (A. Gray) W.A. Weber & Á. Löve var. neomexicana ",New Mexico groundsel
"RONE",,"Robinia neomexicana A. Gray",New Mexico locust
"RONEN",,"Robinia neomexicana A. Gray var. neomexicana ",New Mexico locust
"MUPA2",,"Muhlenbergia pauciflora Buckley",New Mexico muhly
"ACPE13",,"Achnatherum perplexum Hoge & Barkworth",New Mexico needlegrass
"DIBR",,"Dichondra brachypoda Wooton & Standl.",New Mexico ponysfoot
"ARNE2",,"Argythamnia neomexicana Müll. Arg.",New Mexico silverbush
"ESVIN",,"Escobaria vivipara (Nutt.) Buxbaum var. neomexicana (Engelm.) Buxbaum",New Mexico spinystar
"MUSC",,"Muhlenbergia schreberi J.F. Gmel.",nimblewill
"DAEN",,"Dalea enneandra Nutt.",nineanther prairie clover
"ENDE",,"Enneapogon desvauxii Desv. ex P. Beauv.",nineawn pappusgrass
"COMA14",,"Coryphantha macromeris (Engelm.) Lem.",nipple beehive cactus
"COMAM2",,"Coryphantha macromeris (Engelm.) Lem. var. macromeris ",nipple beehive cactus
"SAPA2",,"Sagittaria papillosa Buchenau",nipplebract arrowhead
"HYDR",,"Hypericum drummondii (Grev. & Hook.) Torr. & A. Gray",nits and lice
"PELA10",,"Penstemon laxiflorus Pennell",nodding beardtongue
"HOSU",,"Houstonia subviscosa (C. Wright ex A. Gray) A. Gray",nodding bluet
"BRAN",,"Bromus anomalus Rupr. ex Fourn.",nodding brome
"FESU3",,"Festuca subverticillata (Pers.) Alexeev",nodding fescue
"SPCE",,"Spiranthes cernua (L.) Rich.",nodding lady's tresses
"ASGL5",,"Asclepias glaucescens Kunth",nodding milkweed
"MUBU",,"Muhlenbergia bushii Pohl",nodding muhly
"ALCE2",,"Allium cernuum Roth",nodding onion
"CANU4",,"Carduus nutans L.",nodding plumeless thistle
"RUFL",,"Rubus flagellaris Willd.",northern dewberry
"SPLA4",,"Spiranthes lacera (Raf.) Raf.",northern slender lady's tresses
"SPLAG",,"Spiranthes lacera (Raf.) Raf. var. gracilis (Bigelow) Luer",northern slender lady's tresses
"LIBE3",,"Lindera benzoin (L.) Blume",northern spicebush
"MEDI2",,"Merremia dissecta (Jacq.) Hallier f.",noyau vine
"CYRO",,"Cyperus rotundus L.",nutgrass
"QUTE",,"Quercus texana Buckley",Nuttall oak
"ZINU",,"Zigadenus nuttallii (A. Gray) S. Watson",Nuttall's deathcamas
"MONU",,"Monolepis nuttalliana (Schult.) Greene",Nuttall's povertyweed
"PONU4",,"Polytaenia nuttallii DC.",Nuttall's prairie parsley
"BINU2",,"Bigelowia nuttallii L.C. Anderson",Nuttall's rayless goldenrod
"MINU6",,"Mimosa nuttallii (DC. ex Britton & Rose) B.L. Turner",Nuttall's sensitive-briar
"BANU2",,"Baptisia nuttalliana Small",Nuttall's wild indigo
"ECVI2",,"Echinocereus viridiflorus Engelm.",nylon hedgehog cactus
"ECVIC2",,"Echinocereus viridiflorus Engelm. var. cylindricus (Engelm.) Rümpler",nylon hedgehog cactus
"ECVIC6",,"Echinocereus viridiflorus Engelm. var. chloranthus (Engelm.) Backeb.",nylon hedgehog cactus
"ECVIV",,"Echinocereus viridiflorus Engelm. var. viridiflorus ",nylon hedgehog cactus
"CHGL3",,"Chenopodium glaucum L.",oakleaf goosefoot
"DIRE2",,"Dichondra recurvata Tharp & M.C. Johnst.",oakwoods ponysfoot
"PHVI8",,"Physostegia virginiana (L.) Benth.",obedient plant
"PHVIP2",,"Physostegia virginiana (L.) Benth. ssp. praemorsa (Shinners) Cantino",obedient plant
"DIOB3",,"Diarrhena obovata (Gleason) Brandenburg",obovate beakgrain
"FRBEO",,"Frangula betulifolia (Greene) V. Grub. ssp. obovata (Kearney & Peebles) Kartesz & Gandhi",obovate buckthorn
"FOSP2",,"Fouquieria splendens Engelm.",ocotillo
"SPOV",,"Spiranthes ovalis Lindl.",October lady's tresses
"AEGL",,"Aesculus glabra Willd.",Ohio buckeye
"AEGLA",,"Aesculus glabra Willd. var. arguta (Buckley) B.L. Rob.",Ohio buckeye
"OEMAO2",,"Oenothera macrocarpa Nutt. ssp. oklahomensis (J.B.S. Norton) Wagner",Oklahoma evening primrose
"CAOK2",,"Calopogon oklahomensis D.H. Goldman",Oklahoma grasspink
"PRGR",,"Prunus gracilis Engelm. & A. Gray",Oklahoma plum
"SEVU",,"Senecio vulgaris L.",old-man-in-the-Spring
"HYAR3",,"Hymenopappus artemisiifolius DC.",oldplainsman
"HYARA",,"Hymenopappus artemisiifolius DC. var. artemisiifolius ",oldplainsman
"HYARR2",,"Hymenopappus artemisiifolius DC. var. riograndensis B.L. Turner",oldplainsman
"HYUN",,"Hydrolea uniflora Raf.",oneflower false fiddleleaf
"CYRE14",,"Cyperus retroflexus Buckley",oneflower flatsedge
"BOUN",,"Bouteloua uniflora Vasey",oneflower grama
"ORUN",,"Orobanche uniflora L.",oneflowered broomrape
"SIAN",,"Sicyos angulatus L.",oneseed bur cucumber
"JUMO",,"Juniperus monosperma (Engelm.) Sarg.",oneseed juniper
"JUMOM",,"Juniperus monosperma (Engelm.) Sarg. var. monosperma ",oneseed juniper
"GAMU",,"Gaillardia multiceps Greene",onion blanketflower
"GAMUM",,"Gaillardia multiceps Greene var. microcephala B.L. Turner",onion blanketflower
"DILA9",,"Dichanthelium laxiflorum (Lam.) Gould",openflower rosette grass
"PIOP",,"Picradeniopsis oppositifolia (Nutt.) Rydb. ex Britton",oppositeleaf bahia
"ACOP",,"Acmella oppositifolia (Lam.) R.K. Jansen",oppositeleaf spotflower
"ACOPR",,"Acmella oppositifolia (Lam.) R.K. Jansen var. repens (Walter) R.K. Jansen",oppositeleaf spotflower
"PHAU13",,"Phemeranthus aurantiacus (Engelm.) Kiger",orange fameflower
"DEWO",,"Delphinium wootonii Rydb.",Organ Mountain larkspur
"YOJA",,"Youngia japonica (L.) DC.",Oriental false hawksbeard
"COHI4",,"Corchorus hirtus L.",Orinoco jute
"AGDE6",,"Agalinis densiflora (Benth.) S.F. Blake",Osage false foxglove
"MAPO",,"Maclura pomifera (Raf.) C.K. Schneid.",Osage-orange
"PASP",,"Palafoxia sphacelata (Nutt. ex Torr.) Cory",othake
"POAR11",,"Polygonum arenastrum Jord. ex Boreau",oval-leaf knotweed
"CACE",,"Carex cephalophora Muhl. ex Willd.",oval-leaf sedge
"HYOV",,"Hydrolea ovata Nutt. ex Choisy",ovate false fiddleleaf
"THOV",,"Thelypteris ovata R.P. St. John",ovate marsh fern
"AROV",,"Arnoglossum ovatum (Walter) H. Rob.",ovateleaf cacalia
"QULY",,"Quercus lyrata Walter",overcup oak
"LEVU",,"Leucanthemum vulgare Lam.",oxeye daisy
"SPVAO",,"Sporobolus vaginiflorus (Torr. ex A. Gray) Alph. Wood var. ozarkanus (Fernald) Shinners",Ozark dropseed
"LIAR",,"Limnodea arkansana (Nutt.) L.H. Dewey",Ozark grass
"ASDI4",,"Astragalus distortus Torr. & A. Gray",Ozark milkvetch
"AGAV",,"Agrostis avenacea J.F. Gmel.",Pacific bentgrass
"BOER3",,"Bouchetia erecta DC.",paintedtongue
"COUMP",,"Comandra umbellata (L.) Nutt. ssp. pallida (A. DC.) Piehl",pale bastard toadflax
"COPA4",,"Cologania pallida Rose",pale cologania
"LYPA",,"Lycium pallidum Miers",pale desert-thorn
"LYPAP",,"Lycium pallidum Miers var. pallidum ",pale desert-thorn
"RUAL4",,"Rumex altissimus Alph. Wood",pale dock
"OEPA",,"Oenothera pallida Lindl.",pale evening primrose
"OEPAR",,"Oenothera pallida Lindl. ssp. runcinata (Engelm.) Munz & W. Klein",pale evening primrose
"CHPA16",,"Chamaesaracha pallida Averett",pale five eyes
"LOAP",,"Lobelia appendiculata A. DC.",pale lobelia
"LOAPA",,"Lobelia appendiculata A. DC. var. appendiculata ",pale lobelia
"ECPA",,"Echinacea pallida (Nutt.) Nutt.",pale purple coneflower
"ELMA5",,"Eleocharis macrostachya Britton",pale spikerush
"HIDE",,"Hibiscus denudatus Benth.",paleface
"IRPA",,"Iresine palmeri (S. Watson) Standl.",Palmer's bloodleaf
"CRPA21",,"Cryptantha palmeri (A. Gray) Payson",Palmer's cryptantha
"SYPA",,"Symphoricarpos palmeri G.N. Jones",Palmer's snowberry
"DICA31",,"Dimorphocarpa candicans (Raf.) Rollins",Palmer's spectaclepod
"SPPE2",,"Sphaeralcea pedatifida (A. Gray) A. Gray",palmleaf globemallow
"PEDI9",,"Pediomelum digitatum (Nutt. ex Torr. & A. Gray) Isely",palmleaf Indian breadroot
"CAPE23",,"Callirhoe pedata (Nutt. ex Hook.) A. Gray",palmleaf poppymallow
"COGR10",,"Conoclinium greggii (A. Gray) Small",palmleaf thoroughwort
"ELTR4",,"Elionurus tripsacoides Humb. & Bonpl. ex Willd.",Pan American balsamscale
"CRAN4",,"Cryptantha angustifolia (Torr.) Greene",Panamint cryptantha
"EUST5",,"Euphorbia strictior Holz.",panhandle spurge
"AMPA4",,"Amorpha paniculata Torr. & A. Gray",panicled false indigo
"SIPA5",,"Sidastrum paniculatum (L.) Fryxell",panicled sandmallow
"DEPA6",,"Desmodium paniculatum (L.) DC.",panicledleaf ticktrefoil
"DEPAP2",,"Desmodium paniculatum (L.) DC. var. paniculatum ",panicledleaf ticktrefoil
"BRPA4",,"Broussonetia papyrifera (L.) L'Hér. ex Vent.",paper mulberry
"BOGL4",,"Bougainvillea glabra Choisy",paperflower
"URMU",,"Urochloa mutica (Forssk.) T.Q. Nguyen",para grass
"POPA15",,"Potentilla paradoxa Nutt.",Paradox cinquefoil
"CHCA6",,"Chloris canterai Arechav.",Paraguayan windmill grass
"CHCAC5",,"Chloris canterai Arechav. var. canterai ",Paraguayan windmill grass
"SCAR8",,"Schiedeella arizonica P.M. Brown",parasitic lady's tresses
"CRPA5",,"Croton parksii Croizat",Parks' croton
"ANPA9",,"Antennaria parlinii Fernald",Parlin's pussytoes
"ANPAF",,"Antennaria parlinii Fernald ssp. fallax (Greene) Bayer & Stebbins",Parlin's pussytoes
"AGPA4",,"Agave parryi Engelm.",Parry's agave
"AGPAN6",,"Agave parryi Engelm. ssp. neomexicana (Wooton & Standl.) Ullrich",Parry's agave
"AGPAP5",,"Agave parryi Engelm. ssp. parryi ",Parry's agave
"CHPA28",,"Chamaesyce parryi (Engelm.) Rydb.",Parry's sandmat
"RUPA3",,"Ruellia parryi A. Gray",Parry's wild petunia
"CRMA5",,"Crataegus marshallii Eggl.",parsley hawthorn
"CHFA2",,"Chamaecrista fasciculata (Michx.) Greene",partridge pea
"CHFAF",,"Chamaecrista fasciculata (Michx.) Greene var. fasciculata ",partridge pea
"MIRE",,"Mitchella repens L.",partridgeberry
"HETE3",,"Heliotropium tenellum (Nutt.) Torr.",pasture heliotrope
"STPIP2",,"Stylisma pickeringii (Torr. ex M.A. Curtis) A. Gray var. pattersonii (Fernald & B.G. Schub.) Myint",Patterson's dawnflower
"ASTR",,"Asimina triloba (L.) Dunal",pawpaw
"CRPA8",,"Cryptantha paysonii (J.F. Macbr.) I.M. Johnst.",Payson's cryptantha
"SAAM2",,"Salix amygdaloides Andersson",peachleaf willow
